transaction_amt,reported_amt,customer_id,invoice_id,transaction_date,currency
790.66,790.65,C00225,INV868804,2026-06-15,GBP
1168.99,1169.21,C00278,INV830897,2026-04-23,GBP
699.78,725.91,C00036,INV656937,2026-06-03,EUR
1402.91,1402.92,C00398,INV750324,2026-01-05,GBP
1435.13,1461.29,C00314,INV396882,2026-05-08,EUR
318.98,319.1,C00249,INV300924,2026-02-21,USD
1546.41,1546.64,C00188,INV331444,2026-03-07,USD
148854.64,148854.37,C00328,INV163648,2026-01-21,INR
218.99,218.75,C00271,INV142627,2026-06-07,GBP
36307.13,36307.08,C00098,INV302500,2026-03-01,INR
272.37,272.37,C00346,INV581003,2026-01-28,GBP
820.45,820.37,C00274,INV729057,2026-06-18,EUR
138998.94,138998.79,C00372,INV439162,2026-06-12,INR
95581.64,95581.52,C00204,INV100205,2026-04-26,INR
1713.34,1713.35,C00110,INV997287,2026-03-18,EUR
402.51,402.36,C00049,INV139569,2026-05-27,EUR
1457.14,1457.13,C00293,INV519218,2026-03-18,USD
806.95,930.11,C00305,INV773452,2026-06-26,USD
1889.38,1889.11,C00395,INV337730,2026-04-17,USD
1447.09,1447.39,C00164,INV666157,2026-05-15,USD
781.27,781.0,C00114,INV552917,2026-04-25,USD
325.97,325.96,C00044,INV517885,2026-04-13,GBP
1186.65,1186.76,C00288,INV745919,2026-06-16,EUR
1080.87,1081.03,C00058,INV804378,2026-05-28,USD
357.47,357.29,C00316,INV961493,2026-02-13,GBP
309.35,309.57,C00388,INV863873,2026-04-06,EUR
2026.36,2026.19,C00176,INV827497,2026-03-15,USD
1477.95,1478.19,C00281,INV606489,2026-05-20,GBP
225.47,225.74,C00131,INV278593,2026-05-15,USD
23881.0,23881.23,C00339,INV384489,2026-01-18,INR
282.16,281.97,C00195,INV633243,2026-04-09,EUR
63374.69,63374.48,C00288,INV847078,2026-05-09,INR
2056.32,1993.43,C00182,INV755602,2026-03-30,GBP
340.01,340.12,C00116,INV259077,2026-05-23,GBP
978.37,978.15,C00214,INV352036,2026-06-10,EUR
500.92,501.17,C00298,INV667650,2026-06-17,EUR
746.27,705.81,C00336,INV692282,2026-04-21,EUR
168318.76,168318.93,C00211,INV418083,2026-03-23,INR
1373.52,1373.36,C00095,INV127470,2026-01-28,EUR
1745.3,1745.22,C00184,INV183336,2026-06-25,USD
174542.64,174542.91,C00243,INV244192,2026-04-10,INR
2044.73,2044.62,C00388,INV314498,2026-02-26,EUR
1364.89,1365.15,C00219,INV524533,2026-04-28,EUR
1172.9,1172.84,C00267,INV214626,2026-05-27,USD
74656.98,74657.18,C00265,INV902328,2026-01-11,INR
186.18,186.15,C00217,INV408721,2026-04-29,EUR
1496.78,1496.49,C00093,INV916558,2026-05-09,USD
1543.36,1543.13,C00233,INV194560,2026-04-27,EUR
175658.5,175658.3,C00325,INV480573,2026-01-30,INR
155967.68,148337.81,C00023,INV905579,2026-05-21,INR
1337.96,1256.92,C00159,INV865630,2026-04-18,GBP
91356.69,91356.79,C00255,INV996963,2026-01-04,INR
53669.76,53669.95,C00227,INV183262,2026-04-27,INR
213.25,213.31,C00095,INV255457,2026-02-23,USD
1089.04,1089.1,C00026,INV214176,2026-03-26,USD
2054.05,2053.98,C00234,INV885734,2026-05-24,EUR
53023.24,53023.25,C00282,INV168079,2026-01-18,INR
1624.32,1624.43,C00314,INV161010,2026-06-28,EUR
1233.29,1233.36,C00219,INV738419,2026-06-30,GBP
176370.09,168958.65,C00253,INV947228,2026-05-08,INR
6977.02,6976.89,C00212,INV147702,2026-02-23,INR
292.23,292.27,C00154,INV631302,2026-01-18,GBP
2034.46,1894.87,C00100,INV446569,2026-01-08,EUR
174.29,174.4,C00237,INV922072,2026-05-18,GBP
1738.89,1738.76,C00107,INV705445,2026-05-23,USD
1295.61,1355.33,C00193,INV756944,2026-01-08,GBP
981.89,981.77,C00212,INV191014,2026-01-09,GBP
1092.23,1092.02,C00020,INV915572,2026-01-29,GBP
22194.02,22194.03,C00376,INV649063,2026-03-29,INR
1590.13,1590.24,C00371,INV138328,2026-02-03,EUR
2231.83,2332.05,C00171,INV589554,2026-06-02,USD
749.79,740.24,C00099,INV400487,2026-03-24,EUR
1700.17,1506.95,C00282,INV433955,2026-02-22,GBP
177.47,177.59,C00015,INV593602,2026-01-13,EUR
122402.3,122402.58,C00316,INV472899,2026-06-01,INR
1558.02,1558.18,C00048,INV952336,2026-04-30,EUR
1384.09,1384.19,C00115,INV250703,2026-05-01,EUR
153009.1,153009.01,C00250,INV131734,2026-03-25,INR
1591.4,1437.09,C00261,INV207932,2026-05-28,EUR
887.53,887.7,C00281,INV266744,2026-03-03,EUR
218.9,218.89,C00279,INV827851,2026-04-22,GBP
76013.9,76014.01,C00167,INV682051,2026-06-01,INR
29310.43,29310.58,C00168,INV618306,2026-06-02,INR
690.9,691.13,C00339,INV256464,2026-01-01,EUR
242.15,242.09,C00223,INV852658,2026-03-18,GBP
61.72,61.49,C00032,INV487158,2026-02-02,GBP
1779.38,1779.41,C00121,INV552686,2026-03-14,USD
889.19,933.46,C00244,INV245824,2026-06-19,EUR
428.47,306.75,C00332,INV116470,2026-01-03,USD
72325.08,72325.03,C00320,INV288531,2026-06-28,INR
105861.66,102110.66,C00375,INV348250,2026-01-02,INR
177141.97,177141.95,C00354,INV183952,2026-01-29,INR
1606.2,1606.25,C00126,INV595401,2026-01-21,USD
1964.04,1963.99,C00176,INV661023,2026-06-06,USD
680.3,680.38,C00086,INV137042,2026-03-17,GBP
691.43,691.21,C00294,INV154127,2026-05-29,EUR
584.19,584.44,C00130,INV238976,2026-01-20,GBP
36641.61,36641.33,C00190,INV947082,2026-02-08,INR
1126.37,1126.33,C00305,INV961639,2026-01-22,EUR
805.01,754.94,C00108,INV705822,2026-06-13,EUR
1080.88,1142.14,C00195,INV816712,2026-05-02,EUR
1622.57,1622.47,C00050,INV657101,2026-05-16,USD
1493.71,1493.87,C00131,INV786128,2026-03-10,USD
81.58,-21.46,C00347,INV823809,2026-05-14,GBP
142.51,142.75,C00372,INV397058,2026-03-31,EUR
289.06,289.24,C00363,INV225805,2026-02-25,USD
693.07,692.94,C00357,INV293213,2026-02-17,USD
187.27,187.12,C00132,INV269833,2026-04-20,GBP
2047.89,2047.68,C00226,INV172769,2026-03-09,EUR
1010.57,1060.4,C00315,INV774588,2026-04-21,EUR
150.59,150.52,C00335,INV771440,2026-05-08,EUR
17267.44,17267.37,C00245,INV557239,2026-01-01,INR
57994.91,60517.15,C00063,INV694798,2026-06-26,INR
1381.5,1252.26,C00042,INV982042,2026-05-17,GBP
446.51,556.98,C00250,INV188984,2026-01-28,GBP
2031.81,2031.71,C00256,INV659876,2026-01-17,GBP
123663.62,123663.41,C00061,INV321960,2026-01-11,INR
1111.35,1111.2,C00037,INV138669,2026-05-29,EUR
1996.93,1997.13,C00008,INV280616,2026-06-16,EUR
1519.85,1520.05,C00059,INV621292,2026-01-17,USD
151374.74,151374.9,C00167,INV226670,2026-06-23,INR
370.83,370.79,C00172,INV166292,2026-06-01,EUR
1994.35,1994.1,C00069,INV204823,2026-05-29,USD
1959.13,1959.25,C00046,INV841071,2026-01-02,EUR
947.63,913.52,C00328,INV384111,2026-02-22,EUR
299.72,280.17,C00179,INV539128,2026-06-10,GBP
1766.79,1766.6,C00142,INV155646,2026-04-29,EUR
961.35,961.32,C00028,INV776185,2026-06-21,USD
462.47,462.44,C00276,INV284431,2026-01-27,USD
529.33,529.17,C00215,INV308405,2026-05-29,GBP
1316.25,1316.32,C00193,INV331381,2026-04-16,EUR
52196.54,52196.26,C00192,INV243030,2026-02-15,INR
348.88,348.76,C00144,INV243132,2026-05-26,USD
254.19,254.24,C00296,INV679606,2026-02-10,EUR
565.58,565.84,C00008,INV865479,2026-04-29,GBP
176.94,176.93,C00214,INV146372,2026-02-08,USD
662.04,661.82,C00232,INV619344,2026-06-28,USD
1495.05,1495.1,C00332,INV195136,2026-03-17,EUR
69823.58,69823.66,C00396,INV245357,2026-04-27,INR
885.63,885.66,C00198,INV824304,2026-06-10,USD
1860.54,1860.31,C00318,INV452001,2026-02-23,USD
16726.03,16725.85,C00317,INV142859,2026-04-04,INR
1640.62,1640.77,C00277,INV219073,2026-03-27,EUR
171.1,171.1,C00181,INV380345,2026-02-27,GBP
113666.47,113666.74,C00364,INV657742,2026-02-01,INR
1982.62,1792.49,C00235,INV191549,2026-01-17,EUR
957.22,957.17,C00267,INV757746,2026-02-08,EUR
232.34,232.29,C00150,INV298244,2026-06-15,USD
1178.88,1179.12,C00249,INV722180,2026-03-29,GBP
2137.64,2137.61,C00134,INV337798,2026-03-20,EUR
2142.93,2142.72,C00365,INV661320,2026-02-12,EUR
1470.35,1470.45,C00022,INV432006,2026-03-02,USD
416.33,416.33,C00191,INV570211,2026-03-30,EUR
62974.11,62974.09,C00164,INV263633,2026-02-07,INR
1011.68,1011.46,C00290,INV863933,2026-03-16,EUR
1051.94,1099.02,C00158,INV126000,2026-05-22,USD
1018.83,1018.65,C00012,INV187649,2026-03-13,EUR
1042.09,914.17,C00342,INV478603,2026-03-23,USD
2228.49,2451.26,C00111,INV863209,2026-05-24,USD
813.82,813.87,C00074,INV317877,2026-02-05,USD
1625.91,1626.16,C00004,INV529350,2026-04-07,USD
159.96,160.0,C00196,INV403524,2026-02-21,EUR
629.5,629.59,C00014,INV929653,2026-04-29,EUR
138825.71,138825.99,C00092,INV615780,2026-03-15,INR
1341.11,1340.88,C00298,INV603825,2026-06-03,GBP
1487.6,1487.33,C00133,INV270757,2026-05-12,USD
18444.67,18444.75,C00326,INV473276,2026-04-03,INR
1831.13,1831.24,C00279,INV438277,2026-01-25,EUR
1648.77,1648.57,C00074,INV113524,2026-01-25,GBP
1763.58,1763.79,C00258,INV331854,2026-02-25,EUR
2296.8,2296.91,C00214,INV582860,2026-05-22,USD
10032.92,10032.75,C00306,INV648532,2026-02-05,INR
516.96,516.73,C00353,INV337580,2026-06-27,EUR
94858.86,92568.53,C00388,INV552195,2026-01-05,INR
1973.34,1973.25,C00387,INV201191,2026-03-19,USD
810.89,810.74,C00383,INV390849,2026-01-24,EUR
1479.08,1479.32,C00051,INV959398,2026-05-26,USD
2316.64,2316.45,C00372,INV203479,2026-05-18,USD
938.67,955.5,C00093,INV975290,2026-06-22,USD
684.02,683.95,C00254,INV899301,2026-05-14,EUR
652.8,652.54,C00352,INV981946,2026-04-27,GBP
274.55,274.3,C00092,INV113406,2026-05-02,GBP
176124.33,181200.6,C00206,INV828799,2026-02-06,INR
1699.06,1699.24,C00218,INV860427,2026-02-01,EUR
1048.45,1048.21,C00244,INV799061,2026-04-13,GBP
14249.17,15185.02,C00255,INV342034,2026-03-06,INR
216.1,216.28,C00079,INV417459,2026-06-04,GBP
760.98,761.25,C00339,INV622084,2026-02-21,GBP
11296.7,11859.87,C00061,INV502265,2026-01-09,INR
123129.3,123129.41,C00069,INV427637,2026-05-06,INR
91570.95,91571.02,C00244,INV689567,2026-05-27,INR
1767.35,1767.07,C00165,INV164407,2026-04-01,GBP
900.34,900.18,C00195,INV202078,2026-06-10,GBP
2182.83,2353.29,C00353,INV168681,2026-03-21,USD
1502.93,1503.11,C00357,INV592516,2026-03-10,USD
1699.25,1699.21,C00173,INV620860,2026-01-26,EUR
775.4,775.55,C00275,INV324479,2026-05-08,USD
741.54,741.29,C00304,INV453200,2026-01-24,USD
880.69,880.85,C00222,INV795684,2026-03-19,GBP
1329.26,1329.52,C00322,INV837496,2026-02-16,USD
30855.15,31770.13,C00290,INV861911,2026-03-10,INR
1740.37,1740.43,C00033,INV764721,2026-04-16,GBP
593.1,593.06,C00059,INV257246,2026-04-14,EUR
739.96,740.05,C00104,INV267099,2026-06-15,USD
156755.06,156755.0,C00011,INV158014,2026-01-11,INR
1832.65,1832.66,C00204,INV980605,2026-04-04,USD
1705.64,1705.57,C00255,INV194632,2026-05-29,GBP
76465.72,76465.45,C00112,INV251286,2026-03-02,INR
1452.79,1453.05,C00359,INV218448,2026-05-17,GBP
111017.58,111017.68,C00367,INV485602,2026-04-03,INR
1430.96,1430.98,C00130,INV679577,2026-01-14,EUR
49718.4,50881.94,C00199,INV108248,2026-03-02,INR
10929.29,10929.48,C00324,INV432591,2026-02-11,INR
165745.58,161680.41,C00378,INV533021,2026-05-06,INR
9786.41,10204.86,C00309,INV864654,2026-04-01,INR
48680.62,48680.78,C00103,INV758816,2026-01-01,INR
2070.96,1962.16,C00305,INV819064,2026-06-16,EUR
908.14,907.85,C00044,INV534631,2026-03-14,EUR
1563.69,1563.55,C00046,INV584887,2026-01-06,EUR
947.72,947.82,C00088,INV694797,2026-01-23,GBP
1905.93,1905.71,C00366,INV313013,2026-01-31,EUR
961.05,960.91,C00145,INV862008,2026-02-22,EUR
87054.28,87054.56,C00128,INV487593,2026-06-08,INR
1637.9,1574.78,C00366,INV502124,2026-04-12,EUR
1300.99,1324.17,C00003,INV365978,2026-06-05,USD
1939.92,1939.71,C00258,INV616780,2026-03-08,EUR
633.24,633.48,C00023,INV234082,2026-01-30,GBP
1563.21,1563.24,C00265,INV428215,2026-03-09,GBP
50539.19,50539.15,C00028,INV298096,2026-06-18,INR
2472.94,2472.73,C00227,INV473838,2026-05-07,USD
517.19,517.24,C00105,INV397917,2026-03-31,USD
1461.31,1461.54,C00270,INV904098,2026-05-30,USD
1955.46,1955.18,C00349,INV813702,2026-01-07,GBP
174709.84,174710.11,C00233,INV758879,2026-04-28,INR
672.69,672.75,C00109,INV151047,2026-03-25,EUR
8589.61,8589.54,C00131,INV286657,2026-01-24,INR
669.04,669.29,C00332,INV889114,2026-04-14,GBP
852.68,852.54,C00184,INV797848,2026-06-25,EUR
115370.09,108590.9,C00047,INV893237,2026-06-03,INR
1187.56,1187.55,C00254,INV652891,2026-06-15,EUR
1184.19,1063.86,C00351,INV415001,2026-02-08,EUR
1823.15,1822.86,C00238,INV792956,2026-04-16,USD
158432.19,158432.24,C00092,INV924366,2026-06-19,INR
37758.55,37758.7,C00320,INV947075,2026-04-27,INR
865.67,865.65,C00345,INV211495,2026-06-04,GBP
173549.78,173549.96,C00156,INV748543,2026-04-14,INR
1808.01,1768.72,C00070,INV114549,2026-01-23,EUR
385.59,385.73,C00045,INV415535,2026-04-22,EUR
104650.33,104650.06,C00242,INV120581,2026-04-24,INR
1805.68,1805.71,C00323,INV988803,2026-01-03,USD
1256.36,1256.35,C00250,INV519095,2026-03-16,USD
844.36,844.36,C00217,INV704402,2026-01-16,USD
1541.47,1541.47,C00230,INV831396,2026-06-15,GBP
327.56,327.84,C00309,INV994911,2026-05-31,GBP
482.71,467.9,C00242,INV938603,2026-06-22,GBP
41650.76,39364.81,C00052,INV932026,2026-06-05,INR
1142.41,997.88,C00090,INV968167,2026-06-23,EUR
605.68,605.69,C00182,INV906747,2026-03-08,GBP
2322.45,2226.52,C00362,INV152871,2026-06-21,USD
484.25,484.37,C00260,INV210531,2026-05-24,USD
26522.11,26522.39,C00376,INV204117,2026-05-10,INR
434.79,434.87,C00243,INV457900,2026-01-02,EUR
1746.77,1747.01,C00386,INV890109,2026-03-04,EUR
1704.74,1598.93,C00016,INV564077,2026-05-13,GBP
169.77,170.06,C00202,INV896070,2026-04-22,USD
1842.03,1841.94,C00215,INV521530,2026-06-19,GBP
506.93,507.05,C00359,INV523559,2026-03-13,EUR
73248.87,73249.1,C00398,INV306879,2026-06-16,INR
755.05,808.68,C00110,INV197328,2026-05-14,GBP
182.29,182.2,C00372,INV543281,2026-03-03,GBP
1465.29,1465.34,C00230,INV412434,2026-01-13,USD
1741.6,1741.61,C00180,INV413735,2026-06-10,EUR
1489.33,1489.53,C00168,INV641538,2026-03-05,USD
2230.19,2230.24,C00032,INV545526,2026-01-21,USD
167931.23,167931.51,C00136,INV712686,2026-05-13,INR
1044.93,1045.05,C00259,INV233299,2026-02-11,EUR
25784.06,25783.83,C00017,INV882758,2026-04-27,INR
2081.68,2081.85,C00021,INV648171,2026-04-05,GBP
90538.89,85569.67,C00025,INV419987,2026-02-06,INR
1029.46,1029.62,C00290,INV574348,2026-05-04,GBP
20630.12,20630.19,C00390,INV571785,2026-05-10,INR
2110.71,2110.93,C00203,INV455465,2026-04-10,EUR
452.55,452.28,C00288,INV776498,2026-01-07,GBP
109.75,109.61,C00385,INV598949,2026-05-26,EUR
1016.21,1015.94,C00362,INV979668,2026-02-22,EUR
707.46,688.26,C00224,INV289276,2026-01-06,GBP
1444.36,1444.17,C00394,INV193982,2026-02-16,GBP
721.4,721.17,C00200,INV203540,2026-01-15,GBP
1120.05,981.62,C00386,INV726004,2026-02-21,EUR
101963.17,101962.93,C00015,INV527288,2026-01-17,INR
248.72,248.64,C00156,INV695848,2026-05-23,EUR
1252.47,1252.54,C00276,INV544336,2026-02-13,EUR
1097.06,1096.97,C00001,INV163098,2026-06-17,EUR
166.88,166.82,C00300,INV981521,2026-06-11,EUR
1940.73,1940.96,C00372,INV683510,2026-02-01,EUR
2065.36,2065.42,C00386,INV842133,2026-03-29,GBP
79.11,79.23,C00331,INV102146,2026-01-05,EUR
10415.82,10415.92,C00276,INV185090,2026-05-06,INR
990.83,991.12,C00181,INV952262,2026-06-22,USD
54198.53,54198.44,C00190,INV302365,2026-02-01,INR
800.52,800.64,C00368,INV331890,2026-01-24,GBP
1625.02,1542.89,C00101,INV961010,2026-02-23,USD
2058.49,2058.35,C00382,INV168209,2026-01-17,EUR
1369.72,1369.8,C00355,INV810656,2026-06-23,USD
2123.31,2123.32,C00166,INV553559,2026-06-16,USD
1204.03,1204.26,C00025,INV391433,2026-01-12,EUR
2023.2,2150.19,C00354,INV544407,2026-01-07,EUR
755.24,755.42,C00129,INV359159,2026-01-07,GBP
15620.22,14797.2,C00392,INV200318,2026-01-19,INR
809.56,809.44,C00227,INV157450,2026-02-02,USD
120451.71,114408.9,C00050,INV747288,2026-04-08,INR
874.23,897.85,C00233,INV642337,2026-03-28,USD
439.28,396.68,C00182,INV541457,2026-06-13,GBP
800.38,800.49,C00076,INV592331,2026-03-21,EUR
1899.04,1899.29,C00260,INV958976,2026-01-15,EUR
1013.5,1013.54,C00097,INV800302,2026-01-18,GBP
1669.95,1669.65,C00215,INV444582,2026-03-27,GBP
1093.99,1093.92,C00239,INV754227,2026-02-27,EUR
832.3,832.38,C00004,INV480441,2026-04-13,EUR
558.74,558.77,C00016,INV308795,2026-04-03,USD
2009.68,2009.85,C00012,INV284630,2026-02-15,EUR
819.59,819.77,C00108,INV419891,2026-01-29,GBP
38187.2,38187.32,C00365,INV168553,2026-06-09,INR
154526.2,154525.99,C00326,INV356428,2026-03-23,INR
757.78,757.92,C00323,INV934259,2026-03-05,USD
1019.24,1019.05,C00086,INV633320,2026-05-01,USD
143359.28,143359.1,C00367,INV618827,2026-04-06,INR
32511.63,32511.48,C00121,INV515131,2026-02-21,INR
1175.09,1174.99,C00385,INV188109,2026-01-22,EUR
9325.68,9325.54,C00222,INV528818,2026-04-26,INR
1373.05,1372.81,C00043,INV408824,2026-01-20,GBP
731.65,731.76,C00020,INV672549,2026-01-19,GBP
2196.6,2196.31,C00362,INV733375,2026-03-12,EUR
1736.6,1844.9,C00178,INV921169,2026-03-18,GBP
1080.55,1080.68,C00117,INV858472,2026-04-12,EUR
1981.54,1981.75,C00044,INV428282,2026-04-29,GBP
1565.12,1565.03,C00072,INV705561,2026-01-08,GBP
57436.51,57436.55,C00218,INV819074,2026-02-27,INR
1772.18,1772.11,C00079,INV446292,2026-01-09,EUR
535.78,535.54,C00274,INV505205,2026-04-11,USD
1110.75,1110.62,C00017,INV966621,2026-01-27,EUR
1117.8,1117.75,C00338,INV649868,2026-03-01,GBP
1092.56,1092.78,C00067,INV662511,2026-02-10,USD
107811.09,107811.2,C00364,INV797085,2026-03-21,INR
1826.36,1826.4,C00004,INV249623,2026-03-12,EUR
165806.78,165806.99,C00237,INV704118,2026-05-06,INR
162493.81,162493.78,C00314,INV963428,2026-03-18,INR
1558.11,1617.02,C00358,INV696236,2026-06-18,EUR
1247.51,1382.0,C00253,INV531256,2026-06-28,EUR
1363.29,1363.2,C00107,INV630647,2026-02-12,GBP
314.27,314.26,C00204,INV139609,2026-04-13,EUR
666.35,666.15,C00281,INV788938,2026-01-18,USD
380.45,362.84,C00091,INV408433,2026-01-05,USD
603.12,603.25,C00346,INV658155,2026-02-25,USD
71044.22,71044.07,C00354,INV423301,2026-01-27,INR
2177.19,2177.02,C00047,INV116817,2026-03-03,EUR
1161.63,1161.7,C00371,INV275161,2026-01-25,EUR
7624.05,7623.76,C00220,INV226672,2026-05-19,INR
12689.31,12689.26,C00113,INV169223,2026-02-24,INR
35005.34,35005.4,C00053,INV847143,2026-06-03,INR
159694.23,159694.44,C00348,INV908878,2026-06-11,INR
1552.65,1552.7,C00172,INV118506,2026-05-04,USD
334.24,333.99,C00011,INV746288,2026-01-04,EUR
1369.76,1370.05,C00256,INV411023,2026-02-05,GBP
140.8,140.99,C00069,INV391636,2026-04-24,GBP
508.39,508.57,C00376,INV447362,2026-01-07,EUR
460.95,461.22,C00312,INV500016,2026-06-28,EUR
1332.3,1332.05,C00105,INV231660,2026-01-14,EUR
1295.94,1296.22,C00085,INV856729,2026-04-30,GBP
830.54,830.61,C00247,INV183902,2026-02-21,GBP
980.36,980.38,C00247,INV120773,2026-04-21,EUR
1036.17,995.4,C00132,INV498930,2026-05-22,EUR
1847.49,1847.64,C00007,INV625021,2026-02-18,USD
178682.68,182319.42,C00158,INV772188,2026-04-09,INR
1480.77,1480.91,C00261,INV843575,2026-03-07,GBP
121493.24,128462.81,C00018,INV952624,2026-03-04,INR
1862.43,1862.68,C00309,INV706435,2026-03-07,EUR
2199.93,2199.95,C00266,INV297995,2026-04-12,USD
1833.61,1833.79,C00376,INV531603,2026-04-08,GBP
688.52,688.22,C00384,INV319703,2026-02-06,GBP
70563.99,70563.81,C00269,INV537090,2026-01-18,INR
2050.78,2050.64,C00231,INV694639,2026-02-16,USD
19998.74,19725.28,C00321,INV754753,2026-04-15,INR
6264.67,6264.96,C00345,INV897477,2026-05-03,INR
1354.36,1354.34,C00268,INV930248,2026-01-25,EUR
46929.48,46929.42,C00173,INV488796,2026-03-28,INR
2031.17,2031.43,C00183,INV446297,2026-06-06,USD
2381.57,2381.79,C00272,INV393042,2026-01-07,USD
61382.13,61382.35,C00339,INV297064,2026-05-12,INR
65958.44,65958.7,C00120,INV736237,2026-03-25,INR
791.15,791.36,C00376,INV503553,2026-05-02,USD
2008.31,2008.11,C00066,INV622112,2026-05-10,USD
1388.42,1388.18,C00247,INV794830,2026-04-25,USD
539.4,539.17,C00168,INV502118,2026-01-08,EUR
139109.04,139109.13,C00047,INV934184,2026-02-04,INR
45839.3,45839.17,C00335,INV773292,2026-04-07,INR
1513.13,1467.36,C00175,INV876555,2026-01-29,USD
539.46,539.72,C00303,INV661620,2026-03-21,USD
1885.53,1885.36,C00055,INV514515,2026-02-02,EUR
149856.48,144444.54,C00076,INV730682,2026-06-24,INR
15292.2,15291.99,C00324,INV968941,2026-03-12,INR
1913.37,1913.66,C00359,INV871464,2026-02-23,EUR
969.79,969.53,C00012,INV674559,2026-06-18,EUR
258.53,258.75,C00357,INV304568,2026-03-14,GBP
1479.75,1408.84,C00235,INV786433,2026-01-14,GBP
2472.13,2472.39,C00348,INV923655,2026-04-03,USD
1111.49,1111.28,C00243,INV288358,2026-01-25,GBP
1110.77,1110.7,C00018,INV224573,2026-04-14,EUR
2173.05,2172.82,C00399,INV586197,2026-06-27,USD
1698.48,1698.34,C00251,INV772566,2026-01-22,USD
1566.83,1566.96,C00197,INV607711,2026-01-25,EUR
908.79,908.53,C00208,INV952353,2026-05-18,EUR
582.06,581.76,C00386,INV889565,2026-05-30,USD
388.87,388.59,C00063,INV141044,2026-04-25,GBP
1402.65,1505.39,C00187,INV670873,2026-02-01,GBP
179439.5,179439.51,C00072,INV705103,2026-06-18,INR
188.26,188.04,C00340,INV959584,2026-06-26,USD
1622.99,1623.08,C00303,INV476507,2026-05-22,EUR
30067.69,30067.77,C00234,INV187298,2026-02-11,INR
1449.75,1449.64,C00366,INV490219,2026-03-10,EUR
124696.37,124696.27,C00014,INV732928,2026-04-22,INR
520.56,520.84,C00171,INV915866,2026-01-23,GBP
1354.07,1275.63,C00064,INV284267,2026-04-07,USD
1990.88,1991.02,C00312,INV203878,2026-05-22,GBP
32210.97,30687.38,C00245,INV721082,2026-05-17,INR
1501.84,1502.02,C00363,INV915297,2026-06-13,GBP
1944.58,1944.33,C00142,INV548544,2026-05-09,GBP
47006.43,46226.5,C00395,INV427928,2026-03-20,INR
92115.91,92116.02,C00006,INV544579,2026-05-22,INR
1571.41,1571.56,C00208,INV114575,2026-05-17,USD
2414.45,2414.2,C00311,INV570445,2026-03-04,USD
2038.25,2038.45,C00027,INV543256,2026-02-04,GBP
1565.57,1565.45,C00154,INV606592,2026-01-31,GBP
2133.01,2132.77,C00238,INV747756,2026-06-14,USD
987.61,987.56,C00206,INV471754,2026-03-31,EUR
1669.05,1668.86,C00080,INV906824,2026-05-05,USD
2111.25,2111.47,C00225,INV788159,2026-03-10,USD
177.42,146.21,C00098,INV398739,2026-02-20,USD
136440.73,136440.67,C00251,INV676846,2026-01-31,INR
338.64,338.37,C00057,INV213119,2026-04-10,EUR
19457.61,19457.68,C00306,INV873253,2026-03-29,INR
1910.68,1910.5,C00128,INV394795,2026-05-11,EUR
1295.65,1295.49,C00359,INV865939,2026-06-30,USD
112881.79,109295.34,C00020,INV387164,2026-02-03,INR
200.67,89.18,C00114,INV452508,2026-06-29,EUR
1579.3,1579.55,C00025,INV290580,2026-03-05,GBP
21955.26,20758.4,C00095,INV364516,2026-01-26,INR
546.03,545.78,C00381,INV916639,2026-04-03,GBP
157.41,157.23,C00323,INV878659,2026-01-28,EUR
1578.01,1577.8,C00039,INV673129,2026-04-25,USD
1969.08,1968.99,C00215,INV677236,2026-02-02,EUR
96658.48,96658.65,C00323,INV852170,2026-04-04,INR
184.02,184.21,C00357,INV235197,2026-02-12,GBP
1896.76,1896.57,C00085,INV559008,2026-05-07,USD
2047.98,2047.84,C00304,INV830565,2026-02-10,EUR
153.05,139.72,C00363,INV381558,2026-02-26,GBP
2474.68,2474.96,C00329,INV361103,2026-03-11,USD
718.97,719.05,C00362,INV675956,2026-03-25,USD
2042.07,2042.24,C00113,INV865960,2026-01-03,GBP
1745.24,1745.06,C00370,INV881996,2026-05-30,USD
1411.48,1411.62,C00167,INV381850,2026-04-24,EUR
437.46,437.45,C00076,INV602275,2026-04-22,GBP
864.16,743.62,C00011,INV425226,2026-02-16,GBP
1355.02,1355.18,C00373,INV886897,2026-01-26,EUR
1943.68,1943.39,C00068,INV360406,2026-06-14,USD
1208.22,1184.76,C00363,INV189092,2026-01-28,GBP
269.74,269.94,C00322,INV670019,2026-05-20,GBP
628.55,628.66,C00115,INV125166,2026-02-06,USD
2477.66,2405.06,C00252,INV277795,2026-06-25,USD
1347.17,1347.05,C00092,INV549449,2026-01-12,EUR
1963.08,1962.83,C00054,INV384261,2026-03-15,GBP
384.77,384.96,C00399,INV787712,2026-01-01,EUR
139318.7,139318.7,C00373,INV392003,2026-01-29,INR
166280.86,166280.89,C00309,INV932046,2026-05-04,INR
78822.13,78822.25,C00273,INV662259,2026-05-18,INR
86.94,87.19,C00121,INV479279,2026-02-26,USD
344.27,344.3,C00185,INV989980,2026-01-16,GBP
1661.1,1836.54,C00108,INV968034,2026-04-18,EUR
1683.85,1657.26,C00360,INV211159,2026-04-06,USD
127248.69,127248.64,C00077,INV902598,2026-01-04,INR
117429.5,117429.3,C00331,INV829019,2026-03-28,INR
1105.16,1105.2,C00203,INV973128,2026-02-11,USD
265.82,265.76,C00217,INV264417,2026-03-20,EUR
